iter	Logloss
117	0.3302429658
118	0.3301876574
119	0.330094971
120	0.3300195743
121	0.3299819479
122	0.3299024388
123	0.3298570195
124	0.32984572
125	0.3298035545
126	0.3297496197
127	0.3297485508
128	0.3296917376
129	0.3296206118
130	0.3295651658
131	0.3295005277
132	0.3294479894
133	0.3294068357
134	0.3293656718
135	0.329295071
136	0.3292547833
137	0.3291745387
138	0.3291039263
139	0.3290585639
140	0.3290330915
141	0.3290141983
142	0.3289501358
143	0.3289098433
144	0.3288502046
145	0.3288118124
146	0.3287513668
147	0.3286944552
148	0.3286496476
149	0.3285920212
150	0.3285560926
151	0.3285210743
152	0.3284339757
153	0.3283762087
154	0.3283305143
155	0.3282978864
156	0.3282472263
157	0.3282126287
158	0.3281812881
159	0.3281032826
160	0.3280508351
161	0.3280120674
162	0.3279816988
163	0.3279356005
164	0.3278798164
165	0.327827525
166	0.327781887
167	0.3277642131
168	0.3276982559
169	0.3276511218
170	0.3275924792
171	0.3275518216
172	0.3275224211
173	0.3274775111
174	0.3274474928
175	0.3273843793
176	0.3273363767
177	0.3273073148
178	0.3272797781
179	0.32724311
180	0.3271773616
181	0.3271532094
182	0.3270968373
183	0.3270547402
184	0.3270309899
185	0.3269798519
186	0.3269185011
187	0.3268799516
188	0.3268311504
189	0.3268118299
190	0.3267725087
191	0.3267147913
192	0.3266751108
193	0.3266322067
194	0.326597346
195	0.3265485384
196	0.3264979865
197	0.3264877446
198	0.3264550436
199	0.3264015111
200	0.326337156
201	0.3262900478
202	0.3262518677
203	0.3262133948
204	0.326174212
205	0.3261498684
206	0.3260997534
207	0.3260704843
208	0.3260372848
209	0.3259869824
210	0.3259287545
211	0.3258875088
212	0.3258590204
213	0.3258548249
214	0.3258160364
215	0.3257448629
216	0.3256941538
217	0.3256388236
218	0.325588613
219	0.3255346259
220	0.3254667165
221	0.3254166879
222	0.3253706208
223	0.3253135487
224	0.3252672684
225	0.3252159929
226	0.3251699495
227	0.3251048728
228	0.3250528426
229	0.3250073492
230	0.3249449272
231	0.3249007674
232	0.3248695625
233	0.3248445069
234	0.3248004803
235	0.3247314116
236	0.3246727873
237	0.32462135
238	0.3245838269
239	0.3245604326
240	0.3245082152
241	0.3244508066
242	0.3244131275
243	0.3243769281
244	0.3243247185
245	0.3242611613
246	0.3242282724
247	0.3241747754
248	0.3241205701
249	0.3240719825
250	0.3240327708
251	0.3239907161
252	0.3239236262
253	0.3238903773
254	0.323851295
255	0.3238111514
256	0.3237691903
257	0.3237302036
258	0.3236906589
259	0.3236548974
260	0.3236191503
261	0.3235823046
262	0.3235291781
263	0.3234867778
264	0.3234478647
265	0.3234167508
266	0.3233627585
267	0.3232725031
268	0.3232157612
269	0.3231768689
270	0.3231405381
271	0.3230873854
272	0.3230278092
273	0.3229918528
274	0.3229661507
275	0.3229335855
276	0.3229046462
277	0.3228755142
278	0.322833201
279	0.322793155
280	0.3227673703
281	0.3227277301
282	0.3226816793
283	0.3226214044
284	0.3225980977
285	0.322548933
286	0.3224995585
287	0.3224566236
288	0.3224262736
289	0.3223671324
290	0.3223230363
291	0.3222961262
292	0.322239187
293	0.322201549
294	0.3221620335
295	0.3221208475
296	0.3220799616
297	0.3220494008
298	0.322001502
299	0.3219479362
300	0.3219047196
301	0.321863246
302	0.3218206819
303	0.3217881125
304	0.3217537617
305	0.3217050211
306	0.3216861353
307	0.3216573131
308	0.3216400549
309	0.3215936172
310	0.3215539779
311	0.3215303301
312	0.3215027297
313	0.3214738326
314	0.3214355177
315	0.3213910742
316	0.3213399884
317	0.3212938264
318	0.3212695367
319	0.3212388323
320	0.3212020964
321	0.3211708864
322	0.3211177383
323	0.3210791905
324	0.3210446189
325	0.3209936265
326	0.3209628419
327	0.3209295226
328	0.3208943245
329	0.3208507326
330	0.3208050677
331	0.3207774627
332	0.3207473072
333	0.3207120501
334	0.3206805167
335	0.3206497321
336	0.3206174512
337	0.320569216
338	0.3205215124
339	0.3204981407
340	0.3204534886
341	0.3204145137
342	0.3203717672
343	0.3203217259
344	0.3202973266
345	0.3202624959
346	0.3202084706
347	0.3201691988
348	0.3201451373
349	0.3201097647
350	0.3200876885
351	0.3200392771
352	0.3200096783
353	0.3199464389
354	0.3199076956
355	0.319880689
356	0.3198476104
357	0.3198176364
358	0.3197949699
359	0.3197683091
360	0.319687287
361	0.3196474025
362	0.3196049148
363	0.3195612394
364	0.3195475806
365	0.3195266467
366	0.319491488
367	0.3194598896
368	0.3194183616
369	0.3193649304
370	0.3192973429
371	0.3192631973
372	0.3192322953
373	0.3191856542
374	0.3191663889
375	0.319140278
376	0.3191010728
377	0.3190751037
378	0.3190362255
379	0.3189978671
380	0.3189547992
381	0.3189196875
382	0.3188743397
383	0.3188402147
384	0.3188010601
385	0.3187724511
386	0.3187290739
387	0.3186731044
388	0.3186470778
389	0.3186161556
390	0.3185839329
391	0.3185629344
392	0.3185201668
393	0.3184785258
394	0.3184470334
395	0.318419392
396	0.3183782279
397	0.3183545353
398	0.3183350326
399	0.3183125756
400	0.3182681763
401	0.3182541087
402	0.3182094381
403	0.3181759929
404	0.318149006
405	0.3181187343
406	0.318074818
407	0.3180474101
408	0.3180122053
409	0.3179705244
410	0.3179309389
411	0.3179056644
412	0.3178599179
413	0.3178347077
414	0.3178039559
415	0.3177626559
416	0.3177455308
417	0.3177212144
418	0.3176918611
419	0.3176681554
420	0.3176099177
421	0.3175697576
422	0.3175303754
423	0.3174927997
424	0.317470675
425	0.3174349345
426	0.3173926179
427	0.3173483486
428	0.3173125251
429	0.3172759064
430	0.3172452003
431	0.3172039024
432	0.3171729173
433	0.3171402913
434	0.3170917752
435	0.3170553846
436	0.3170242757
437	0.3169977871
438	0.3169743315
439	0.3169335967
440	0.3168984644
441	0.3168709717
442	0.3168267894
443	0.3167868238
444	0.3167356752
445	0.3166960179
446	0.3166770758
447	0.3166385353
448	0.3166136728
449	0.3165768102
450	0.316545673
451	0.3164990792
452	0.3164674227
453	0.3164345553
454	0.3164098209
455	0.3163892359
456	0.3163467973
457	0.3163012061
458	0.3162464499
459	0.3162074827
460	0.3161532499
461	0.3161208304
462	0.3160847959
463	0.316041932
464	0.3160093524
465	0.3159835134
466	0.3159525513
467	0.3159153798
468	0.3158870928
469	0.315863079
470	0.3158118841
471	0.3157765341
472	0.3157341214
473	0.3156984293
474	0.315667756
475	0.3156192689
476	0.3156021968
477	0.3155589339
478	0.3155075484
479	0.3154794355
480	0.3154374811
481	0.3154136205
482	0.3153927673
483	0.3153591726
484	0.3153364813
485	0.3153043943
486	0.3152755092
487	0.3152476488
488	0.3152006693
489	0.3151555799
490	0.3151401944
491	0.3151057983
492	0.3150820704
493	0.3150496636
494	0.3150180033
495	0.3149963876
496	0.3149632527
497	0.3149474656
498	0.3149235295
499	0.3148956689
500	0.3148672078
501	0.3148347656
502	0.3148002716
503	0.3147676679
504	0.3147373236
505	0.3146964442
506	0.3146634574
507	0.3146290766
508	0.3145929417
509	0.3145660032
510	0.3145257825
511	0.3144995772
512	0.3144672022
513	0.3144334328
514	0.3144097721
515	0.314368509
516	0.3143376514
517	0.3143065853
518	0.3142849918
519	0.3142519559
520	0.3142304636
521	0.314199176
522	0.3141703969
523	0.3141436653
524	0.3140972547
525	0.3140802586
526	0.3140552579
527	0.31403063
528	0.3140044586
529	0.3139791758
530	0.3139565585
531	0.3139331188
532	0.3139067104
533	0.3138845695
534	0.3138571823
535	0.3138284099
536	0.313808999
537	0.3137868083
538	0.3137725315
539	0.3137363907
540	0.3137074822
541	0.3136845743
542	0.3136574708
543	0.3136020516
544	0.3135718764
545	0.3135498232
546	0.3135314401
547	0.3135156116
548	0.3134955665
549	0.31347393
550	0.3134422391
551	0.313398559
552	0.3133445666
553	0.3133095197
554	0.3132748871
555	0.3132552666
556	0.3132317865
557	0.313197699
558	0.3131633203
559	0.3131368823
560	0.3131121533
561	0.3130843777
562	0.3130588356
563	0.3130376454
564	0.313022482
565	0.3130062736
566	0.3129738566
567	0.3129462867
568	0.3129149635
569	0.3128621011
570	0.3128219698
571	0.3127895574
572	0.3127595657
573	0.3127338082
574	0.3127085468
575	0.3126715243
576	0.3126510712
577	0.3126326609
578	0.312621324
579	0.3126007104
580	0.312581689
581	0.3125626196
582	0.3125322095
583	0.3124771008
584	0.3124452156
585	0.3124261372
586	0.3124123381
587	0.3123808878
588	0.3123388942
589	0.312324622
590	0.3122927228
591	0.3122745416
592	0.3122501596
593	0.3122173116
594	0.3121838405
595	0.3121583414
596	0.3121156672
597	0.3120617047
598	0.312028988
599	0.3119963876
600	0.3119522278
601	0.3119193756
602	0.3118855024
603	0.3118664124
604	0.3118360025
605	0.3117893874
606	0.3117669342
607	0.3117236496
608	0.3117055791
609	0.311681792
610	0.3116645392
611	0.3116425497
612	0.3116129321
613	0.3115952923
614	0.3115859773
615	0.3115629055
616	0.3115366565
617	0.3115044312
618	0.3114815401
619	0.3114692808
620	0.311423889
621	0.3113990734
622	0.3113667888
623	0.311331316
624	0.3113106034
625	0.3112932248
626	0.3112782652
627	0.3112586371
628	0.3112313608
629	0.3112092342
630	0.3111941711
631	0.3111456138
632	0.3110984305
633	0.3110815386
634	0.3110700159
635	0.3110488191
636	0.3109974082
637	0.3109591195
638	0.3109294238
639	0.3109025494
640	0.3108842851
641	0.3108530199
642	0.3108150684
643	0.3107797575
644	0.3107305493
645	0.3107098885
646	0.310684543
647	0.310665816
648	0.3106345725
649	0.3106162792
650	0.3106001688
651	0.3105643478
652	0.3105277161
653	0.3105086204
654	0.3104798808
655	0.3104643196
656	0.3104352613
657	0.3104196854
658	0.3104003427
659	0.3103885943
660	0.3103534504
661	0.3103380984
662	0.3103167755
663	0.3102843463
664	0.3102395587
665	0.3102047352
666	0.3101812895
667	0.3101536324
668	0.310119984
669	0.3100702612
670	0.3100240274
671	0.3100061843
672	0.3099751322
673	0.3099538872
674	0.3099298762
675	0.309880648
676	0.3098678724
677	0.3098406766
678	0.3098241218
679	0.3097930658
680	0.3097695343
681	0.3097499967
682	0.3097224105
683	0.3096899647
684	0.3096723252
685	0.3096469171
686	0.3096185725
687	0.3095924727
688	0.3095693047
689	0.3095378813
690	0.3095165844
691	0.3095026764
692	0.3094650031
693	0.3094335006
694	0.3094037403
695	0.3093760114
696	0.3093514313
697	0.3093221436
698	0.3093126046
699	0.3092787686
700	0.3092629849
701	0.3092357033
702	0.3092072267
703	0.3091795206
704	0.3091621748
705	0.309134956
706	0.30910908
707	0.309093393
708	0.3090730954
709	0.3090388287
710	0.3090160089
711	0.3089860935
712	0.3089625582
713	0.3089458179
714	0.3089320265
715	0.3088886553
716	0.3088625471
717	0.3088507372
718	0.3088352002
719	0.3088160622
720	0.3088011405
721	0.308758942
722	0.3087155475
723	0.3086936267
724	0.3086700606
725	0.3086313996
726	0.3086025926
727	0.3085776073
728	0.3085563932
729	0.3085019603
730	0.308463792
731	0.3084405611
732	0.308412401
733	0.3083799165
734	0.3083624558
735	0.3083385716
736	0.3083018036
737	0.3082482175
738	0.3082144658
739	0.3081867325
740	0.3081687298
741	0.3081432004
742	0.3080955463
743	0.30805547
744	0.3080297281
745	0.3080078784
746	0.3079895609
747	0.3079582638
748	0.3079393877
749	0.3078994376
750	0.3078525526
751	0.3078192346
752	0.3078024853
753	0.3077733538
754	0.3077547165
755	0.307735102
756	0.3077169739
757	0.3076902809
758	0.3076528862
759	0.3076136972
760	0.3075931926
761	0.3075667025
762	0.3075379592
763	0.3075219313
764	0.3074952382
765	0.3074489974
766	0.3074314544
767	0.3073999784
768	0.3073765996
769	0.3073477449
770	0.3073203651
771	0.3072913999
772	0.3072770908
773	0.3072491217
774	0.3072323508
775	0.3072026613
776	0.3071917617
777	0.3071716627
778	0.3071475933
779	0.307125363
780	0.3070860589
781	0.3070667874
782	0.3070483759
783	0.3070315929
784	0.3070106486
785	0.306987072
786	0.3069488547
787	0.3068998798
788	0.3068844889
789	0.3068733895
790	0.3068561092
791	0.3068248237
792	0.3067982406
793	0.3067781484
794	0.306738928
795	0.3067128505
796	0.306664802
797	0.3066475346
798	0.3066030143
799	0.3065673353
800	0.3065409115
801	0.3065012786
802	0.3064767261
803	0.3064551923
804	0.306443194
805	0.3063919921
806	0.3063789022
807	0.3063571562
808	0.3063229834
809	0.3062915844
810	0.3062603017
811	0.3062397149
812	0.3062141893
813	0.3061973093
814	0.3061836222
815	0.3061707692
816	0.3061457987
817	0.306117575
818	0.3061008876
819	0.3060713197
820	0.3060247773
821	0.3060044726
822	0.305972055
823	0.3059478386
824	0.3059023929
825	0.3058731931
826	0.3058414362
827	0.3058034186
828	0.305784961
829	0.3057422688
830	0.3057227221
831	0.3057084891
832	0.305665831
833	0.3056475784
834	0.3056194083
835	0.3055895143
836	0.3055678437
837	0.3055416318
838	0.305513168
839	0.305495927
840	0.3054834283
841	0.3054573598
842	0.3054229025
843	0.3053940054
844	0.3053773777
845	0.3053575007
846	0.3053191744
847	0.3053025351
848	0.3052526042
849	0.3052383583
850	0.305203867
851	0.3051633901
852	0.3051358209
853	0.3051134603
854	0.305096315
855	0.3050430994
856	0.3050166438
857	0.3050025387
858	0.3049696174
859	0.3049433119
860	0.3049159447
861	0.3048939741
862	0.3048517622
863	0.3048298075
864	0.3048057578
865	0.304757398
866	0.3047352062
867	0.3047126386
868	0.3046658852
869	0.3046201534
870	0.3046040028
871	0.3045719736
872	0.3045510064
873	0.3045322546
874	0.3044920225
875	0.304445809
876	0.3044135721
877	0.3043803728
878	0.3043636383
879	0.30433776
880	0.3043173483
881	0.3042855896
882	0.3042621268
883	0.3042556097
884	0.3042296812
885	0.3042083126
886	0.3041649712
887	0.3041457311
888	0.3041145242
889	0.3040934282
890	0.3040691569
891	0.3040520837
892	0.3040333202
893	0.3040126666
894	0.3039915058
895	0.3039702351
896	0.3039418522
897	0.3038983105
898	0.3038786059
899	0.3038361257
900	0.3038067009
901	0.3037819688
902	0.3037305541
903	0.303713994
904	0.3036837879
905	0.303645874
906	0.3036205737
907	0.3036023479
908	0.303586868
909	0.3035693903
910	0.3035564655
911	0.303535101
912	0.3035201351
913	0.3035030708
914	0.3034806041
915	0.3034619353
916	0.3034230356
917	0.3033935662
918	0.3033577901
919	0.303322513
920	0.3033012326
921	0.3032631013
922	0.3032250292
923	0.3032065369
924	0.3031795753
925	0.3031567813
926	0.3031287094
927	0.3030913068
928	0.3030758087
929	0.3030450041
930	0.30301507
931	0.3030025328
932	0.3029833548
933	0.3029573554
934	0.3029377987
935	0.3029036054
936	0.3028762457
937	0.3028593174
938	0.302818457
939	0.3027826454
940	0.3027613544
941	0.3027276269
942	0.3026816169
943	0.3026299389
944	0.3025968832
945	0.3025696654
946	0.3025521652
947	0.3025321417
948	0.3024949504
949	0.30246911
950	0.3024525506
951	0.3024439646
952	0.3024299407
953	0.3024088353
954	0.3023786654
955	0.3023423199
956	0.3023300639
957	0.3023109559
958	0.3022868593
959	0.3022496289
960	0.3022285562
961	0.3021957895
962	0.3021717543
963	0.3021355868
964	0.3021110576
965	0.3020826476
966	0.3020631502
967	0.3020288356
968	0.3019894243
969	0.3019543854
970	0.301922154
971	0.3019049677
972	0.3018779471
973	0.3018524107
974	0.301825161
975	0.3017977533
976	0.3017573243
977	0.3017347876
978	0.3017072509
979	0.3016753935
980	0.3016477229
981	0.3016271832
982	0.3016024852
983	0.3015898996
984	0.3015650359
985	0.3015256719
986	0.3014999808
987	0.3014750762
988	0.3014564639
989	0.3014251186
990	0.3013938129
991	0.3013605659
992	0.3013437656
993	0.301325653
994	0.3013077192
995	0.3012721529
996	0.301259016
997	0.3012440826
998	0.3012143271
999	0.3011840528
